essayid,chars,words,commas,apostrophes,punctuations,avg_word_length,sentences,questions,avg_word_sentence,POS,POS/total_words,prompt_words,prompt_words/total_words,synonym_words,synonym_words/total_words,unstemmed,stemmed,score
179,2632,522,16,5,0,5.042145594,28,0,18.64285714,517.9846154,0.992307692,226,0.432950192,119,0.227969349,631,615,4
731,2050,411,2,6,0,4.98783455,17,1,24.17647059,406.3153595,0.988601848,179,0.435523114,94,0.228710462,495,482,3
28,1535,314,11,8,3,4.888535032,13,2,24.15384615,312.32264960000003,0.99465812,138,0.43949044600000003,81,0.257961783,392,384,3
725,1583,321,7,4,0,4.931464173999999,15,0,21.4,321.0,1.0,150,0.46728972,95,0.295950156,395,390,3
945,2421,486,6,7,1,4.981481481,27,4,18.0,482.3181818,0.992424242,219,0.450617284,126,0.25925925899999996,567,541,4
1587,2411,470,5,9,1,5.129787234,23,0,20.43478261,468.3262108,0.9964387459999999,222,0.47234042600000004,124,0.263829787,519,507,3
324,2469,511,21,6,0,4.831702544,23,1,22.2173913,508.6574984,0.9954158479999999,235,0.45988258299999996,141,0.27592955,572,558,4
524,1812,374,8,4,0,4.844919786,18,1,20.77777778,371.98924730000005,0.9946236559999999,187,0.5,121,0.323529412,407,390,3
1334,2313,487,14,16,0,4.749486653,19,2,25.63157895,484.32233679999996,0.994501718,270,0.554414784,165,0.338809035,558,550,4
901,257,61,0,6,1,4.213114753999999,3,4,20.33333333,60.0,0.983606557,22,0.36065573799999995,20,0.327868852,81,81,1
885,2012,417,16,8,1,4.824940048,19,4,21.94736842,411.9806763,0.987963253,199,0.477218225,107,0.256594724,487,471,3
619,828,174,3,2,0,4.75862069,10,0,17.4,172.3255361,0.990376644,98,0.563218391,57,0.327586207,191,184,2
824,2615,489,6,3,0,5.347648262,24,1,20.375,486.32238190000004,0.994524298,231,0.472392638,105,0.214723926,536,516,4
1102,2894,537,21,10,0,5.389199255,20,0,26.85,534.3233644999999,0.9950155759999999,291,0.541899441,124,0.230912477,654,628,4
934,1985,390,21,9,0,5.08974359,18,0,21.66666667,386.314433,0.990549828,191,0.48974359,119,0.305128205,429,421,3
86,1775,382,9,18,0,4.646596859,15,0,25.46666667,378.994709,0.9921327459999999,187,0.489528796,116,0.30366492100000003,384,366,3
1207,3185,622,20,6,0,5.1205787780000005,32,1,19.4375,618.6559139999999,0.9946236559999999,289,0.464630225,142,0.22829582,731,702,4
825,980,196,4,6,0,5.0,12,1,16.33333333,194.98969069999998,0.994845361,97,0.494897959,58,0.295918367,237,232,3
1344,1215,268,3,10,0,4.53358209,14,0,19.14285714,260.6487867,0.9725700999999999,140,0.52238806,83,0.309701493,281,277,3
1099,1182,242,6,9,3,4.884297521000001,9,1,26.88888889,238.32770750000003,0.984825237,111,0.45867768600000003,66,0.272727273,291,289,3
566,1947,399,27,12,1,4.8796992480000005,19,0,21.0,368.9837838,0.9247713879999999,195,0.488721805,108,0.270676692,419,409,4
1718,1659,347,10,8,0,4.7809798269999995,13,0,26.69230769,345.99420289999995,0.9971014490000001,153,0.44092219,95,0.273775216,393,382,3
101,2198,480,17,14,0,4.579166667,18,7,26.66666667,478.9958159,0.99790795,252,0.525,119,0.24791666699999998,463,447,3
1276,5250,1030,20,5,0,5.0970873789999995,42,0,24.52380952,1025.660175,0.9957865779999999,468,0.454368932,285,0.276699029,750,750,4
711,2737,569,25,6,0,4.810193322,25,0,22.76,560.327381,0.9847581390000001,261,0.45869947299999997,146,0.25659051,642,612,4
802,3009,594,10,6,0,5.065656566,25,0,23.76,588.9898304999999,0.991565371,328,0.552188552,168,0.282828283,592,567,4
989,1456,301,18,2,0,4.837209302,10,3,30.1,298.3221477,0.9911034809999999,138,0.45847176100000003,96,0.318936877,343,335,3
553,3409,680,40,16,0,5.013235293999999,23,2,29.56521739,675.9882006,0.994100295,291,0.42794117600000003,154,0.226470588,735,706,4
1234,1785,347,18,3,0,5.144092219,12,4,28.91666667,347.0,1.0,167,0.481268012,92,0.265129683,407,396,4
756,780,165,5,2,0,4.727272727,5,0,33.0,163.66255139999998,0.991894251,71,0.43030303,42,0.254545455,223,215,2
1221,2993,576,29,6,0,5.196180556,28,0,20.57142857,575.3310105,0.99883856,322,0.5590277779999999,160,0.27777777800000003,624,597,4
657,1445,287,3,8,0,5.034843206000001,8,2,35.875,280.3285544,0.976754545,129,0.44947735200000005,94,0.32752613199999997,330,314,3
616,4011,782,23,5,0,5.12915601,27,2,28.96296296,778.9923077000001,0.9961538459999999,416,0.531969309,227,0.29028133,674,610,4
570,2018,392,9,4,0,5.147959183999999,21,1,18.66666667,389.9897436,0.994871795,181,0.461734694,110,0.280612245,472,457,3
650,3279,672,26,7,0,4.879464286,32,2,21.0,665.3134328,0.9900497509999999,302,0.449404762,193,0.287202381,674,647,4
1088,2123,450,10,4,0,4.717777778,27,2,16.66666667,444.9865471,0.9888589940000001,228,0.5066666670000001,133,0.295555556,490,473,3
960,2109,433,9,9,0,4.870669746,11,0,39.36363636,427.99531619999993,0.988441839,181,0.41801385700000004,117,0.27020785199999997,522,497,3
1549,3717,751,26,2,2,4.949400799,28,5,26.82142857,745.9893047999999,0.9933279690000001,323,0.430093209,203,0.270306258,750,750,4
1179,1540,314,9,4,0,4.904458599,14,0,22.42857143,310.3098291,0.988247863,144,0.458598726,52,0.165605096,378,374,4
1464,1884,378,21,4,0,4.9841269839999995,24,0,15.75,375.32444439999995,0.992921811,194,0.513227513,98,0.25925925899999996,460,454,4
1293,2038,431,15,5,0,4.728538283,21,0,20.52380952,428.99532710000005,0.9953487870000001,228,0.52900232,145,0.33642691399999997,433,428,4
266,769,152,1,5,0,5.059210526,10,0,15.2,150.6488889,0.9911111109999999,57,0.375,32,0.21052631600000002,193,187,2
52,2115,432,19,5,0,4.895833333,24,0,18.0,426.65573770000003,0.987629022,195,0.45138888899999996,110,0.25462963,494,491,4
488,1458,289,11,17,0,5.044982699,13,4,22.23076923,286.32167830000003,0.990732451,126,0.435986159,63,0.21799308,356,346,3
1773,3357,685,35,15,0,4.9007299269999995,24,1,28.54166667,682.3255246,0.9960956559999999,278,0.405839416,134,0.195620438,750,741,4
618,3620,779,14,10,4,4.646983312,31,9,25.12903226,770.6580311,0.989291439,339,0.43517329899999996,215,0.275994865,750,750,4
1791,3397,657,17,3,0,5.1704718419999995,39,2,16.84615385,648.3159509,0.9867822690000001,299,0.455098935,149,0.22678843199999998,654,614,3
602,1434,290,2,6,0,4.944827586000001,15,0,19.33333333,285.6573099,0.9850252070000001,138,0.475862069,81,0.279310345,328,316,3
1322,4326,827,27,5,1,5.23095526,20,4,41.35,818.3195458,0.989503683,359,0.434099154,201,0.243047158,750,750,4
297,1759,348,15,9,0,5.0545977010000005,17,0,20.47058824,341.9883041,0.9827250120000001,122,0.350574713,61,0.175287356,452,447,3
929,1872,356,9,12,0,5.258426966,15,3,23.73333333,354.3239171,0.9952919020000001,185,0.519662921,97,0.27247191,437,429,4
303,3723,734,40,2,0,5.0722070839999995,27,0,27.18518519,725.9917469,0.989089573,346,0.471389646,192,0.26158038100000003,750,728,4
644,2981,653,35,31,1,4.565084227,13,9,50.23076923,649.656426,0.994879672,299,0.457886677,151,0.231240429,652,637,5
1315,3674,714,18,11,0,5.1456582630000005,23,1,31.04347826,711.3258427000001,0.996254682,326,0.45658263299999996,171,0.239495798,750,747,4
438,1455,291,5,3,0,5.0,9,0,32.33333333,282.6572104,0.97133062,139,0.47766323,81,0.278350515,381,374,3
924,2781,544,27,13,0,5.112132353,25,1,21.76,539.6506764999999,0.99200492,271,0.498161765,107,0.19669117600000002,575,557,4
341,1458,286,3,2,0,5.0979020980000005,20,0,14.3,281.6642857,0.98484016,122,0.426573427,73,0.255244755,348,321,3
1701,2273,486,9,11,0,4.6769547330000005,22,1,22.09090909,478.322199,0.984202056,198,0.40740740700000005,115,0.23662551399999998,594,583,4
1527,1452,338,7,2,0,4.295857988,17,0,19.88235294,331.9879518,0.982212875,146,0.43195266299999996,102,0.301775148,383,368,3
1441,4251,841,54,22,0,5.05469679,39,7,21.56410256,833.6586826,0.9912707279999999,378,0.44946492299999996,149,0.177170036,750,750,5
108,641,133,1,5,0,4.8195488719999995,8,0,16.625,130.2926209,0.9796437659999999,57,0.428571429,31,0.233082707,141,138,2
109,909,182,15,6,0,4.994505495,4,3,45.5,180.3258845,0.990801563,86,0.472527473,55,0.302197802,236,235,2
1093,1694,347,8,5,3,4.88184438,15,1,23.13333333,343.9941691,0.9913376629999999,161,0.463976945,85,0.244956772,430,426,4
957,2055,406,18,11,0,5.061576355,11,0,36.90909091,403.3300166,0.993423686,210,0.517241379,114,0.28078817699999997,417,392,3
605,1485,311,8,2,0,4.774919614,12,0,25.91666667,305.6644737,0.982843967,126,0.405144695,79,0.25401929300000003,347,343,3
49,1905,375,15,3,0,5.08,18,0,20.83333333,373.99463810000003,0.997319035,186,0.496,113,0.301333333,437,423,3
294,840,178,4,5,2,4.719101124,19,0,9.368421052999999,173.9884393,0.9774631420000001,77,0.43258427,38,0.213483146,200,197,2
1032,3120,573,13,8,0,5.445026177999999,41,0,13.97560976,566.9789842,0.9894921190000001,245,0.427574171,101,0.176265271,558,527,4
92,1623,323,18,13,0,5.0247678019999995,12,0,26.91666667,321.3291667,0.9948271409999999,160,0.495356037,89,0.275541796,367,359,3
384,1832,356,12,2,2,5.146067416,17,2,20.94117647,354.3239171,0.9952919020000001,185,0.519662921,106,0.297752809,413,404,4
664,2126,416,20,6,0,5.110576923,13,0,32.0,414.9951691,0.9975845409999999,229,0.550480769,143,0.34375,426,395,3
363,2273,472,14,20,0,4.815677966,25,0,18.88,464.9828694,0.985133198,223,0.47245762700000005,133,0.281779661,495,479,3
1774,1891,381,23,8,0,4.963254593,15,0,25.4,380.6649077,0.9991204929999999,196,0.514435696,111,0.291338583,416,404,4
771,1873,360,7,8,0,5.202777778,20,0,18.0,355.3183521,0.986995422,167,0.46388888899999997,93,0.258333333,391,374,3
1547,1120,237,5,8,0,4.725738397,11,1,21.54545455,234.6468085,0.990070922,129,0.544303797,72,0.303797468,298,292,3
1408,2643,561,2,10,0,4.711229947,23,0,24.39130435,553.9784946000001,0.987483948,251,0.44741533,143,0.254901961,555,542,3
404,1108,228,7,12,0,4.8596491230000005,14,0,16.28571429,225.9823009,0.991150442,90,0.39473684200000003,59,0.25877193,271,269,4
1668,831,167,2,2,0,4.976047904,8,0,20.875,160.9875,0.9639970059999999,73,0.437125749,49,0.293413174,213,209,2
1505,2413,506,11,13,0,4.768774704,32,0,15.8125,500.3187251,0.9887721840000001,184,0.363636364,136,0.268774704,548,533,3
511,1166,221,11,4,0,5.2760181,7,3,31.57142857,220.3272451,0.99695586,134,0.606334842,69,0.312217195,271,265,3
1429,1939,407,20,5,0,4.7641277639999995,13,2,31.30769231,405.66008230000006,0.996707819,225,0.552825553,106,0.26044226,411,398,3
246,2412,476,14,2,0,5.067226891000001,17,4,28.0,473.99577170000003,0.9957894359999999,205,0.430672269,133,0.279411765,582,566,3
674,3471,769,64,34,1,4.513654096000001,33,6,23.303030300000003,756.9920844,0.984385025,353,0.459037711,204,0.265279584,750,738,4
1351,3407,676,39,4,2,5.039940828,28,4,24.14285714,672.6567755,0.9950544020000001,324,0.479289941,163,0.24112426,721,687,4
890,2273,454,15,15,0,5.00660793,16,4,28.375,450.9911308,0.993372535,193,0.42511013200000003,94,0.20704845800000002,570,558,4
753,997,205,1,4,0,4.863414634,6,2,34.16666667,203.316913,0.9917898190000001,90,0.43902439,48,0.234146341,284,278,3
822,2028,457,18,9,0,4.437636761,19,0,24.05263158,451.9823789,0.989020523,211,0.46170678299999995,137,0.299781182,491,480,3
1185,982,200,14,2,0,4.91,9,0,22.22222222,196.66324790000002,0.9833162390000001,106,0.53,52,0.26,245,240,3
887,1803,378,12,8,0,4.76984127,18,3,21.0,373.9787234,0.9893617020000001,179,0.473544974,107,0.283068783,415,403,4
981,2938,602,25,7,0,4.880398671,32,0,18.8125,597.9899833,0.993338843,306,0.508305648,155,0.257475083,557,543,3
1572,1217,237,9,2,0,5.135021097,13,0,18.23076923,233.6467236,0.985851155,106,0.447257384,68,0.286919831,270,267,3
1089,2137,455,12,11,0,4.696703297,24,1,18.95833333,453.99558499999995,0.997792494,238,0.523076923,140,0.307692308,508,496,4
413,3079,621,18,18,1,4.958132045,33,4,18.81818182,619.6623586000001,0.997845988,283,0.45571658600000003,144,0.231884058,734,706,4
1297,2254,443,16,2,4,5.088036117,16,6,27.6875,437.3211568,0.987180941,202,0.455981941,122,0.275395034,527,509,4
364,2818,558,27,9,0,5.050179211000001,32,2,17.4375,553.9891892,0.9928121670000001,262,0.46953405,164,0.29390681,647,636,4
1288,2163,415,8,2,0,5.212048193,14,0,29.64285714,409.9902439,0.987928299,189,0.455421687,116,0.279518072,507,495,3
1030,290,56,1,2,0,5.178571429,3,0,18.66666667,54.0,0.9642857140000001,24,0.428571429,16,0.28571428600000004,74,73,2
806,3846,766,26,11,0,5.020887728,31,1,24.70967742,760.3211008999999,0.9925862940000001,364,0.47519582200000005,176,0.22976501300000002,750,750,5
1019,1225,229,8,5,0,5.349344978,10,0,22.9,227.9911894,0.9955947140000001,90,0.3930131,56,0.244541485,299,299,3
67,1965,422,23,9,2,4.656398104,26,4,16.23076923,418.655529,0.9920747129999999,205,0.485781991,100,0.236966825,477,464,4
1478,2227,481,10,12,0,4.62993763,23,4,20.91304348,477.65690379999995,0.9930496959999999,261,0.5426195429999999,120,0.249480249,478,457,3
1768,2221,462,11,2,0,4.807359307,18,1,25.66666667,451.9823789,0.978316837,199,0.430735931,131,0.28354978399999997,524,499,4
546,1841,370,21,4,1,4.975675676,19,2,19.47368421,365.6431159,0.9882246379999999,189,0.510810811,91,0.24594594600000003,456,448,4
79,650,133,3,5,0,4.887218045,7,0,19.0,131.9847328,0.992366412,59,0.443609023,34,0.255639098,173,173,3
1516,1825,393,18,5,1,4.643765903,18,4,21.83333333,389.6496164,0.991474851,189,0.480916031,117,0.29770992399999996,421,416,4
1542,1961,389,27,14,0,5.041131105,17,1,22.88235294,387.65977610000004,0.9965546940000001,206,0.5295629820000001,103,0.26478149100000004,406,393,4
1545,2364,459,19,6,0,5.150326797,26,0,17.65384615,452.63894969999996,0.9861415029999999,225,0.490196078,114,0.248366013,510,495,4
587,2438,477,15,24,0,5.1111111110000005,20,4,23.85,474.32210530000003,0.994385965,196,0.410901468,91,0.190775681,535,520,4
1053,1101,221,0,2,0,4.981900452,10,0,22.1,218.65443430000005,0.98938658,98,0.44343891399999996,48,0.21719457,286,280,3
1319,2328,515,24,6,2,4.52038835,30,4,17.16666667,512.6575699,0.995451592,249,0.48349514600000004,159,0.308737864,487,478,3
171,2225,454,9,7,2,4.900881057,16,0,28.375,452.66076699999996,0.997050147,209,0.46035242299999996,126,0.27753304,536,517,3
1756,1944,408,26,10,1,4.7647058819999994,21,1,19.42857143,402.98024689999994,0.9876966840000001,212,0.519607843,101,0.24754902,463,454,3
3,2705,525,22,6,0,5.152380952,31,0,16.93548387,521.6539197,0.993626514,245,0.46666666700000003,131,0.24952381,547,530,4
1004,2661,515,20,5,0,5.166990291,10,1,51.5,509.3307087,0.9889916670000001,241,0.467961165,151,0.293203883,609,600,4
1095,3154,679,32,7,0,4.6450662739999995,30,3,22.63333333,672.6538272000001,0.990653648,343,0.505154639,200,0.29455081,696,678,4
195,2525,522,3,4,0,4.837164751,25,2,20.88,520.3269231,0.996794872,239,0.457854406,146,0.279693487,569,549,3
959,2806,571,35,17,1,4.914185638999999,21,6,27.19047619,568.3239602000001,0.995313415,253,0.44308231200000003,119,0.208406305,639,622,5
11,1732,354,14,7,0,4.892655367,18,0,19.66666667,352.32386360000004,0.995265152,176,0.49717514100000004,102,0.288135593,430,411,3
257,3570,722,32,11,0,4.9445983380000005,33,1,21.87878788,716.3203523,0.992133452,340,0.470914127,201,0.278393352,750,727,4
440,4414,923,62,51,0,4.782231853,39,1,23.66666667,916.3275173000001,0.992770875,349,0.378114843,181,0.196099675,750,750,5
962,1903,393,20,8,0,4.8422391860000005,14,1,28.07142857,391.3248082,0.995737425,191,0.486005089,112,0.284987277,452,443,4
1416,2017,410,11,11,1,4.919512195,17,0,24.11764706,407.32026139999994,0.993464052,185,0.45121951200000004,106,0.258536585,467,453,4
669,2734,535,29,5,0,5.110280373999999,24,0,22.29166667,531.3195747,0.9931207000000001,307,0.573831776,165,0.308411215,461,430,4
668,2288,454,16,8,0,5.039647577,19,1,23.89473684,451.32153389999996,0.994100295,223,0.491189427,100,0.220264317,521,511,4
716,2246,439,8,2,0,5.116173121,30,0,14.63333333,433.3164751,0.9870534740000001,205,0.46697038700000004,95,0.216400911,467,457,3
653,1694,336,16,4,0,5.041666667,11,1,30.54545455,334.3233533,0.99500998,151,0.449404762,97,0.28869047600000003,387,372,3
1757,739,155,8,2,0,4.767741935,6,0,25.83333333,145.0,0.935483871,97,0.6258064520000001,61,0.39354838700000006,191,179,2
813,2366,472,3,4,0,5.012711864,16,0,29.5,469.9914893999999,0.9957446809999999,203,0.430084746,138,0.29237288100000003,537,519,4
490,2163,417,25,6,0,5.18705036,18,0,23.16666667,415.3253012,0.9959839359999999,206,0.494004796,117,0.28057554,476,455,4
306,1370,282,8,7,0,4.858156028,11,4,25.63636364,278.97857139999996,0.9892857140000001,136,0.48226950399999996,73,0.258865248,345,339,4
1127,1835,381,12,5,0,4.8162729660000005,16,0,23.8125,375.6648841,0.9859970709999999,159,0.417322835,109,0.286089239,458,451,3
1474,1981,419,17,12,0,4.727923628,19,5,22.05263158,412.65056360000005,0.984846214,192,0.45823389,98,0.233890215,488,470,3
941,2926,573,12,12,2,5.106457243,32,3,17.90625,569.9894921,0.99474606,264,0.460732984,146,0.254799302,639,618,4
550,2927,573,24,28,0,5.108202443,24,1,23.875,567.9859649,0.9912495020000001,232,0.404886562,126,0.219895288,538,520,4
714,2269,420,11,3,1,5.402380952000001,20,1,21.0,418.66506789999994,0.99682159,185,0.44047619,106,0.252380952,486,476,4
872,1291,282,1,2,0,4.578014184,16,0,17.625,278.99280580000004,0.9893361909999999,124,0.43971631200000005,70,0.24822695,357,350,3
263,218,44,0,2,0,4.954545455,2,0,22.0,43.0,0.977272727,25,0.568181818,14,0.318181818,64,64,1
1456,2483,530,17,19,0,4.68490566,32,1,16.5625,525.9923954,0.9924384820000001,227,0.42830188700000005,132,0.249056604,582,567,3
1616,3336,651,12,2,0,5.124423963,16,4,40.6875,644.6532715,0.990250801,270,0.414746544,157,0.241167435,750,750,3
1050,2735,538,19,9,1,5.083643123,18,0,29.88888889,534.9925234,0.994409895,219,0.40706319700000004,134,0.249070632,672,649,5
1531,742,158,3,3,0,4.696202532,5,0,31.6,156.0,0.9873417720000001,72,0.45569620299999997,43,0.272151899,202,194,3
1129,2153,455,9,3,0,4.731868132,18,1,25.27777778,450.98234,0.991169978,204,0.448351648,132,0.29010989,477,462,3
882,2274,484,20,15,0,4.698347107,18,1,26.88888889,479.3263744,0.9903437490000001,258,0.533057851,163,0.33677686,557,536,3
129,2590,492,27,6,2,5.264227642,15,0,32.8,488.9877551,0.993877551,239,0.48577235799999996,105,0.213414634,564,554,3
1018,2595,518,26,2,0,5.00965251,27,2,19.18518519,512.984466,0.990317502,226,0.43629343600000003,109,0.21042471,581,561,4
1308,2113,440,30,8,0,4.802272727,21,0,20.95238095,434.9816933999999,0.988594758,233,0.529545455,116,0.263636364,465,445,3
904,778,172,6,4,0,4.523255814,7,0,24.57142857,170.32544380000002,0.9902642079999999,75,0.43604651200000005,58,0.33720930200000004,225,217,3
1578,1633,322,17,3,0,5.071428571,16,1,20.125,319.3166667,0.9916666670000001,145,0.450310559,76,0.236024845,391,384,4
1073,2155,450,17,6,0,4.788888889,21,4,21.42857143,447.99107139999995,0.9955357140000001,192,0.42666666700000005,118,0.262222222,508,496,3
1066,3579,727,34,16,2,4.922971114,32,3,22.71875,716.6573816,0.985773565,364,0.500687758,193,0.265474553,750,750,5
1713,1797,365,13,14,0,4.923287671000001,16,9,22.8125,361.98347110000003,0.9917355370000001,152,0.416438356,85,0.23287671199999999,430,424,3
1329,1979,375,11,8,6,5.2773333330000005,21,1,17.85714286,372.3190349,0.99285076,173,0.46133333299999996,102,0.272,451,429,4
235,2466,524,11,17,0,4.70610687,26,2,20.15384615,514.9730768999999,0.982773048,249,0.47519084,123,0.23473282399999998,570,550,4
1583,1609,340,12,6,0,4.732352941,13,1,26.15384615,333.993994,0.9823352759999999,159,0.467647059,98,0.288235294,383,372,3
1671,2906,610,30,4,1,4.7639344260000005,30,0,20.33333333,606.6557018,0.994517544,324,0.5311475410000001,157,0.25737704899999997,684,653,4
447,1869,367,2,6,0,5.092643052,28,0,13.10714286,364.6593407,0.9936221820000001,176,0.47956403299999995,104,0.283378747,414,399,4
483,1119,234,13,9,4,4.782051282,15,1,15.6,231.32753619999997,0.988579215,100,0.42735042700000003,50,0.21367521399999997,281,281,3
5,1769,372,17,8,0,4.755376344,24,0,15.5,368.9891599,0.9919063440000001,168,0.45161290299999995,94,0.252688172,417,406,4
1182,2448,500,11,15,1,4.896,20,1,25.0,497.99597589999996,0.995991952,253,0.506,144,0.28800000000000003,559,534,3
443,2506,477,21,12,2,5.253668763,19,1,25.10526316,474.6568421,0.995087719,247,0.517819706,118,0.247379455,562,553,4
1290,1816,360,4,5,0,5.044444444,8,0,45.0,357.329588,0.9925821890000001,131,0.363888889,86,0.238888889,472,450,3
217,1831,355,22,6,0,5.157746479,15,4,23.66666667,353.99433430000005,0.9971671390000001,166,0.467605634,81,0.22816901399999998,428,419,4
1215,1379,264,8,2,0,5.223484848,11,2,24.0,260.32818530000003,0.986091611,127,0.481060606,60,0.22727272699999998,352,347,3
745,3602,689,45,12,4,5.227866473,26,0,26.5,686.9941776000001,0.997088792,298,0.432510885,182,0.264150943,750,741,5
1459,1426,272,4,2,0,5.242647058999999,12,0,22.66666667,267.9776952,0.985212115,148,0.544117647,66,0.242647059,315,309,3
1231,2737,558,21,19,0,4.905017921000001,33,0,16.90909091,549.9783394,0.985624264,240,0.43010752700000005,95,0.170250896,660,643,4
685,689,128,0,3,0,5.3828125,5,0,25.6,123.6612022,0.966103142,48,0.375,37,0.2890625,183,182,2
383,2617,520,28,29,2,5.032692308000001,24,4,21.66666667,518.996139,0.998069498,246,0.473076923,134,0.257692308,515,497,4
1660,1338,268,1,2,0,4.992537313,16,1,16.75,265.6566038,0.991255984,122,0.455223881,71,0.264925373,362,349,2
894,2567,562,9,2,6,4.567615658,15,0,37.46666667,555.9963964,0.9893174309999999,228,0.40569395,138,0.245551601,641,625,4
1787,2997,600,23,9,1,4.995,31,4,19.35483871,595.6588367,0.9927647279999999,327,0.545,160,0.26666666699999997,636,624,4
481,1926,403,3,6,0,4.779156328,21,0,19.19047619,400.32003330000003,0.9933499579999999,226,0.560794045,134,0.332506203,398,392,3
282,2571,540,24,9,1,4.761111111,23,0,23.47826087,536.9888476,0.9944237920000001,219,0.40555555600000004,125,0.23148148100000002,631,605,4
1766,952,200,4,6,0,4.76,9,0,22.22222222,195.6428571,0.9782142859999999,97,0.485,52,0.26,244,242,2
1027,2518,525,22,11,0,4.7961904760000005,22,1,23.86363636,522.9923518,0.996175908,232,0.441904762,131,0.24952381,630,613,4
1259,1261,251,7,9,0,5.023904382,12,0,20.91666667,251.0,1.0,95,0.378486056,44,0.175298805,296,281,3
329,2511,554,0,4,0,4.532490975,22,0,25.18181818,548.6618005,0.990364261,254,0.458483755,150,0.270758123,473,442,3
159,1853,369,15,6,0,5.021680217,21,2,17.57142857,364.98360660000003,0.989115465,152,0.411924119,88,0.238482385,463,444,3
730,2505,499,24,10,0,5.02004008,25,2,19.96,493.64919349999997,0.989276941,243,0.486973948,132,0.264529058,585,557,4
240,1764,357,19,13,0,4.941176471,13,1,27.46153846,353.64788730000004,0.990610329,181,0.5070028010000001,104,0.291316527,411,406,3
645,1062,210,5,4,1,5.057142857,9,0,23.33333333,208.9903846,0.995192308,88,0.419047619,60,0.28571428600000004,256,255,3
1414,4555,963,62,32,0,4.730010384,47,6,20.4893617,957.3256865000001,0.99410767,442,0.458982347,227,0.235721703,750,750,5
913,1416,285,21,2,0,4.968421053,7,3,40.71428571,274.0,0.961403509,139,0.48771929799999997,74,0.259649123,362,352,3
1013,2372,493,5,2,0,4.811359026,20,0,24.65,487.9877301,0.989833124,237,0.48073022299999996,122,0.247464503,560,537,4
315,2040,402,6,10,0,5.074626866,19,2,21.15789474,398.985,0.9925,175,0.43532338299999995,96,0.23880597,511,504,4
988,977,216,4,8,0,4.523148148,8,0,27.0,213.64485980000003,0.989096573,75,0.347222222,68,0.314814815,262,260,3
1503,2309,472,15,11,0,4.8919491530000005,21,0,22.47619048,466.31766380000005,0.987961152,249,0.527542373,124,0.26271186399999996,538,520,3
1728,1589,335,6,10,0,4.743283582,16,0,20.9375,332.987988,0.9939939940000001,169,0.5044776120000001,104,0.310447761,391,377,3
1628,1946,420,1,5,0,4.633333333,13,0,32.30769231,416.66506019999997,0.992059667,169,0.402380952,139,0.330952381,475,462,3
87,801,147,3,2,0,5.448979592000001,8,0,18.375,143.98601399999998,0.9794966940000001,66,0.44897959200000004,39,0.265306122,202,199,3
